,id,caption,description,moreInfo,bannerImage,eng
1304,6935,Tặng 12.000 hộp hamomax cho người mỡ máu mỡ gan,Hamomax,Hỗ trợ giảm mỡ máu mỡ gan,6935.jpg,"Giving away 12,000 boxes of hamomax to people with high blood pressure and liver fat"
1305,6940,Viêm gan sẽ không cần tốn quá nhiều chi phí nếu bà con biết đến cách đơn giản tại nhà này.,Có lẽ ta không còn buồn về gan,Sản phẩm không phải thuốc không có tác dụng thay thế thuốc,6940.jpg,Hepatitis will not cost too much if people know this simple home remedy.
1306,6947,"Giá bán và cách dùng hiệu quả viên sủi Hasach để ổn định cho người bị mỡ máu, mỡ gan",Để lại số điện thoại nhận ưu đãi,Sản phẩm không phải là thuốc không có tác dụng thay thế,6947.jpg,Price and effective use of Hasach effervescent tablets to stabilize people with blood fat and liver fat
1307,6950,"Xơ gan, men gan cao, viêm gan! Tôi chỉ cách này!",Để số điện thoại nhận chỉ cách!,"Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",6950.jpg,"Cirrhosis, high liver enzymes, hepatitis! I show this way!"
1308,6953,"Hạ mỡ máu, giải độc gan, thanh lọc cơ thể, phòng tránh biến chứng nhờ dùng ngay cách này.",Đều đặn 2 lần/ngày không lo biến chứng mỡ máu.,Sản phẩm không phải là thuốc không thay thế thuốc chữa bệnh.,6953.jpg,"Lower blood fat, detoxify the liver, purify the body, and prevent complications by using this method immediately."
1309,6962,Bày cho người thân bị vấn đề về gan cách này nhé Phương pháp thảo dược dễ dàng sử dụng.,Nhận báo giá tự động,"Sản phẩm không phải thuốc, không có tác dụng thay thế thuốc",6962.jpg,Show this to your loved ones with liver problems. The herbal method is easy to use.
1310,6980,Ánh sáng mới cho người mỡ máu mỡ gan. Dành ra 3 phút đọc và áp dụng ngay để không hối hận.,Dùng 2 lần/ngày.,"Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",6980.jpg,New light for people with blood fat and liver fat. Take 3 minutes to read and apply immediately so you won't regret it.
1311,6990,"Viên uống bảo vệ tế bào gan an toàn, hiệu quả. Sản phầm được cấp bằng sáng chế của Mỹ.","Viêm gan, men gan cao, xơ gan","Sản phẩm này không phải là thuốc, không có tác dụng thay thế",6990.jpg,Pills that protect liver cells are safe and effective. The product is patented by the US.
1312,6997,Ai mỡ máu men gan cao áp dụng ngay cách này tránh biến chứng tê bì tay chân mờ mắt,Sản phẩm chính hãng 100% chỉ với 1 ngày 2 lần,Sản phẩm không phải là thuốc không tác dụng thay thế thuốc,6997.jpg,Anyone with high blood fat and liver enzymes should immediately apply this method to avoid complications of numbness in the limbs and blurred vision
1313,6998,"Bị mỡ máu, nguy cơ cao biến chứng tim mạch thử nhiều cách chưa dứt. Nay đã  tìm ra cách.",Bỏ ra 3 phút xem ngay phương pháp này.,"Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",6998.jpg,"Having blood fat, high risk of cardiovascular complications, trying many methods but not getting rid of it. Now I have found a way."
1314,7006,"Viêm gan, men gan cao, gan nhiễm mỡ, xơ gan Dù 5 hay 10 năm Để lại số điện thoại tôi giúp",Sử dụng đều đặn 2 lần mỗi ngày,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",7006.jpg,"Hepatitis, high liver enzymes, fatty liver, cirrhosis Whether 5 or 10 years Leave your phone number and I will help"
1315,7029,Sản phẩm vì sức khỏe người Việt dành cho bệnh gan nhờ sự kết hợp 2 thành phần quý,Đột phá thảo dược Việt,"Sản phẩm không phải thuốc, không có tác dụng thay thế thuốc",7029.jpg,Product for Vietnamese people's health for liver disease thanks to the combination of two precious ingredients
1316,7034,"Viêm ga, men gan cao, gây vàng mắt vàng da, mệt mỏi chán ăn Bỏ ra 5 phút xem ngay",Để lại SĐT nhận tư vấn miễn phí,"Sản phẩm không phải thuốc, không có tác dụng thay thế thuốc",7034.jpg,"Hepatitis, high liver enzymes, causing yellow eyes, jaundice, fatigue, loss of appetite. Take 5 minutes to watch now"
1317,7041,"Men gan cao, gan mỡ, viêm gan gây mệt mỏi, chán ăn, buồn nôn Dành ngay 5p xem ngay",Sản phẩm không phải là thuốc không có tác dụng thay thế,Sản phẩm không phải là thuốc không có tác dụng thay thế,7041.jpg,"High liver enzymes, fatty liver, hepatitis cause fatigue, loss of appetite, nausea. Spend 5 minutes watching now"
1318,7046,"Đau đầu tức ngực, chân tay tê bì, mỡ máu biến chứng dùng ngay Cholesdios.",Viên uống mỡ máu mỡ gan Choles Dios,"Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",7046.jpg,"Headache, chest pain, numbness in limbs, blood fat complications, use Cholesdios immediately."
1319,7050,"Người bị mỡ máu, men gan cao có thẻ bảo hiểm y tế vào đọc mà đăng ký ngay một hộp về.","Mỡ máu, men gan cao đọc ngay để không hối hận","Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",7050.jpg,People with blood fat and high liver enzymes who have a health insurance card can read it and immediately register for a box.
1320,7053,"Sản phẩm đã được kiểm chứng lâm sàng... Duy nhất hôm nay, nhận ngay quà tặng",26.183 người đã đăng ký,"Sản phẩm không phải thuốc, không thay thế thuốc chữa bệnh",7053.jpg,"The product has been clinically proven... Only today, receive a gift immediately"
1321,7056,"Tri ân 11 năm đồng hành, chúng tôi tặng miễn phí cho khách hàng 11000 hộp","Hỗ trợ giảm mỡ máu, mỡ gan","Sản phẩm này không phải là thuốc, không thay thế thuốc",7056.jpg,"In gratitude for 11 years of companionship, we give customers 11,000 boxes for free"
1322,7065,Chị em nào sẹo rỗ lâu năm trị hoài không hết. Đăng ký nhận tư vấn miễn phí nhé.,Trị sẹo rỗ tận gốc chỉ 111k/lần,Sử dụng công nghệ laser hiện đại từ Hoa Kỳ để điều trị.,7065.jpg,Women who have pitted scars that haven't gone away for a long time can't be cured. Sign up to receive a free consultation.
1323,7086,Đập tan định kiến nám lâu năm không thể chữa khỏi! Đăng ký ngay!,Đặt lịch ngay nhận ưu đãi 50%,Sạch nám - Sáng da - Ức chế tái phát tới 98%,7086.jpg,Smash the stereotype that long-term melasma cannot be cured! Register now!
1324,7091,Gold plus mới 2020 - Gói làm mặt nữ hoàng,Voucher làm mặt nữ hoàng,650.000 đ,7091.jpg,New Gold plus 2020 - Queen facial package
1325,7105,Fami Spa là mộ trong những đơn vị phát triển dịch vụ Chăm sóc Mẹ Bé tại Việt Nam,Ưu đãi massage bầu 69.000đ,20 người,7105.jpg,Fami Spa is one of the units developing Mother and Baby Care services in Vietnam
1326,7114,Trắng mịn và sạch sâu đến từng nang lông với các loại trái cây không ăn nắng,1 kiểu tẩy da chết hoá học bằng nguyên liệu thiên nhiên,"Áp dụng cho các liệu trình tắm trắng, tắm dưỡng ở nhà Mây",7114.jpg,"White, smooth and deep clean to each hair follicle with fruits that do not eat the sun"
1327,7131,Ưu đãi ngay 30 mẹ bầu tại Hồ Chí Minh trải nghiệm công nghệ chăm sóc mẹ bầu chỉ 450K,Giúp mẹ khỏe - con thông minh,Mẹ và thai nhi đều hài lòng 100%,7131.jpg,Special offer for 30 pregnant mothers in Ho Chi Minh to experience pregnant mother care technology for only 450K
1328,7140,Macon Spa - vì sắc đẹp của bạn,MACON BEAUTY SPA,Spa - Làm đẹp,7140.jpg,Macon Spa - for your beauty
1329,7150,"Ưu đãi tháng cuối năm, dành riêng tháng 12  Triệt quầng thâm mắt - Tự tin đón Tết",Đăng ký tại đây,Dành 10 suất đăng ký nhanh nhất,7150.jpg,"Promotions for the last month of the year, only for December. Eliminate dark eye circles - Confidently celebrate Tet"
1330,7156,Hàng trăm suất làm đẹp Nails - Hair - Spa đang chờ bạn.  Chớp lấy ngay cơ hội.,Quay là trúng. Làm đẹp không lo về giá,Hệ thống Nails - Hair - Spa tại Việt Nam,7156.jpg,Hundreds of Nails - Hair - Spa beauty treatments are waiting for you. Grab the opportunity now.
1331,7157,"Miễn phí 60% các dịch vụ phun xăm mày, môi, mí cho 20 chị đăng ký sớm nhất chỉ từ 399k","Phun xăm mày, môi, mí chỉ từ 399k",Mỹ phẩm & Làm đẹp,7157.jpg,"60% free eyebrow, lip and eyelid tattooing services for the first 20 women who register from only 399k"
1332,7160,"Giảm mỡ toàn thân 800.000đ chỉ còn 199.000đ Bụng, eo, đùi, bắp tay 20/10 ưu đãi khủng 80%",Giảm từ 10 đến 15 cm vòng bụng,Duy nhất 30 suất ưu đãi. Đăng ký ngay kẻo lỡ,7160.jpg,"Reduce body fat 800,000 VND for only 199,000 VND Abdomen, waist, thighs, biceps 10/20 huge discount 80%"
1333,7181,"Trợ giá 50% cho 30 khách để lại số điện thoại nhận tư vấn dịch vụ thâm nách, bikini","Voucher chữa thâm nách, vùng bikini",650.000 đ,7181.jpg,50% discount for 30 customers who leave their phone number to receive consultation on underarm and bikini services
1334,7191,"Chuyên làm móng, gội đầu, chăm sóc da mặt.",Giảm ngay 30% các dịch vụ,Từ 14/11 đến 21/11,7191.jpg,"Specializing in nail care, hair washing, and facial care."
1335,7195,Làm đẹp là đặc quyền của phái nữ. Ngại gì mà không lung linh da xinh đón Noel nhỉ các nàng,Thera Beauty Spa - Công nghệ chuẩn Hàn,50 suất ưu đãi cho chị em trải nghiệm lần đầu. Đăng ký ngay!,7195.jpg,Beauty is a woman's privilege. Why don't you have beautiful skin to celebrate Christmas?
1336,7217,Hói ở nam từ các nguyên nhân khác nhau. Với thảo mộc thiên nhiên chăm sóc tóc 60-80 phút.,Chăm sóc tóc hói cho nam,,7217.jpg,"Baldness in men from different causes. With natural herbs, hair care takes 60-80 minutes."
1337,7218,"Đừng lo lắng, đã có dana",Đã có 4.590 người đăng ký,Bấm quan tâm để nhận ưu đãi đến 50% các dịch vụ,7218.jpg,"Don't worry, dana is here"
1338,7223,Dành tặng 10 voucher miễn phí 60% phun xăm thẩm mỹ công nghệ cao cho 10 chị đăng ký sớm,Phun xăm mày môi mí chỉ từ 399k,Mỹ phẩm & Làm đẹp,7223.jpg,Offering 10 free 60% vouchers for high-tech cosmetic tattooing to 10 women who register early
1339,7239,Massage trị liệu kết hợp với liệu pháp ngải cứu tập trung giảm đau mỏi cổ vai gáy lưng đầu,Massage trị liệu phòng nguy cơ các bệnh thoái hóa cột sống.,"Mỗi khách là 1 phác đồ massage riêng, chỉ có tại Peacock",7239.jpg,"Massage therapy combined with mugwort therapy focuses on reducing pain in the neck, shoulders, back and head"
1340,7243,"Triệt sạch lông Supper IPL chỉ 99k/buổi, hiệu quả sau 3 lần, sạch, nhanh, không đau rát.",Tìm 99 khách hàng trải nghiệm triệt lông 99k,Cam kết sạch sau 3 lần điều trị. Khám da & tư vấn miễn phí.,7243.jpg,"Supper IPL hair removal only 99k/session, effective after 3 times, clean, fast, painless."
1341,7247,Miễn phí 60% phun xăm mày môi mí dành cho 10 chị em đăng ký sớm nhất hôm nay,Phun xăm thẩm mỹ công nghệ cao,Mỹ phẩm & Làm đẹp,7247.jpg,"60% free eyebrow, lip and eyelid tattooing for the first 10 women who register today"
1342,7252,"Đăng ký nhận ngay 1 buổi tư vấn điều trị nám miễn phí trị giá 1,000,000",Để ý 3 nguyên nhân chính gây nám da,,7252.jpg,"Register now to receive a free melasma treatment consultation session worth 1,000,000"
1343,7254,Bạn sẽ hối hận nếu không tham dự hội thảo này. Chiến lược marketing khủng cho năm 2021,568 khách hàng đã đăng ký tham dự.,"Mỹ phẩm trị mụn, thải độc corticoid namira Hàn Quốc",7254.jpg,You will regret not attending this workshop. Great marketing strategy for 2021
1344,7267,"Bà con viêm đại tràng, dạ dày, hội chứng ruột kích thích Đừng tiếc 5 phút tìm hiểu ngay!",Viêm đại tràng 5 - 10 năm để số điện thoại ngay,Sản phẩm không phải là thuốc và không có tác dụng thay thế,7267.jpg,"People with colitis, stomach ulcers, and irritable bowel syndrome Don't hesitate to take 5 minutes to find out now!"
1345,7271,"Đau dạ dày, nhiễm khuẩn HP, viêm loét, trào ngược đừng lo lắng vì đã có cách này",Hỗ trợ các vấn đề về dạ dày,Sản phẩm không phải là thuốc không có tác dụng thay thế,7271.jpg,"Stomach pain, HP infection, ulcers, reflux don't worry because there is this solution"
1346,7274,"Nhuận tràng lâu năm, ăn uống khó tiêu bỏ ra vài phút tìm hiểu ngay cách này.",Viên nang Nhuận Tràng BT hỗ trợ tiêu hóa,Sản phẩm không phải là thuốc không có tác dụng thay thế.,7274.jpg,"Long-term laxative, indigestion, take a few minutes to learn this method."
1347,7275,"Đau dạ dày, trào ngược, khuẩn HP và bí quyết từ thiên nhiên cần xem ngay cho những ai mắc",Hỗ trợ ngay khi để lại số điện thoại,Sản phẩm không phải là thuốc không có tác dụng chữa bệnh,7275.jpg,"Stomach pain, reflux, HP bacteria and natural secrets that need to be seen immediately for those who suffer from it"
1348,7276,"Ai còn khổ sở vì đau dạ dày, viêm đại tràng lâu năm thì phải làm theo cách này","Không đau đớn, không tốn kém","Sản phẩm không phải là thuốc, không có tác dụng thay thế",7276.jpg,Anyone who is still suffering from stomach pain or long-term colitis must follow this method
1349,7283,"Hội chứng ruột kích thích dai dẳng khiến người bệnh ăn không ngon, ngủ không yên, mệt mỏi","Sản phẩm không phải là thuốc, không có tác dụng thay thế",Hội chứng kích thích: bổ sung lợi khuẩn vô cùng quan trọng!,7283.jpg,"Persistent irritable bowel syndrome causes patients to have poor appetite, restless sleep, and fatigue"
1350,7290,"Học Viện Quân Y sản xuất thảo dược cho dạ dày hp, viêm loét. Mua nhiều tặng thêm. Mua ngay",Giá niêm yết: 285.000đ/hộp,"Sản phẩm này không phải là thuốc, không có tác dụng thay thế",7290.jpg,The Military Medical Academy produces herbs for stomach ulcers and ulcers. Buy more get more free. Buy now
